,index,link,name,user rating,Price (in Indian Rupees),Type,Dedicated Graphic Memory Capacity,Processor Brand,SSD,RAM (in GB),RAM Type,Expandable Memory,Operating System,Touchscreen,Screen Size (in inch),Weight (in kg),screen_resolution,company,Storage,Processor name,CPU_ranking,battery_backup,gpu name ,gpu_benchmark,ram_type_tokenized,gpu_processor tokenized,Normalized_CPU_Ranking,Normalized_GPU_Benchmark,Portability,Performance_Score,Value_Score
0,0,https://www.flipkart.com/asus-rog-strix-scar-17-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g733zw-ll139ws-gaming-laptop/p/itm0e721469cc7cc?pid=COMGCZUJCBRGXYFX&lid=LSTCOMGCZUJCBRGXYFXT7VNUU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_73&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCZUJCBRGXYFX.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus rog strix scar 17 core i9 12th gen - (32 gb/1 tb ssd/windows 11 home/8 gb graphics/nvidia geforce rtx 3070 ti) g733zw-ll139ws gaming laptop  (17.3 inch, off black, 2.90 kg, with ms office)",5.0,234990,1,8.0,1,1,32,ddr5,1,1,0,17.3,2.9,3,1,1024,intel core i9 12th gen,4,4.0,nvidia geforce rtx 3070 ti,168.0,7,1,1.0,0.7198275862068966,1.0,81.77887931034483,21.498706891615782
1,1,https://www.flipkart.com/asus-rog-strix-scar-15-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g533zw-ln136ws-gaming-laptop/p/itmd6e8ba35232e4?pid=COMGCZUJVKGPCCYE&lid=LSTCOMGCZUJVKGPCCYEPSSUDZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_74&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCZUJVKGPCCYE.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus rog strix scar 15 core i9 12th gen - (32 gb/1 tb ssd/windows 11 home/8 gb graphics/nvidia geforce rtx 3070 ti) g533zw-ln136ws gaming laptop  (15.6 inch, off black, 2.30 kg, with ms office)",4.2062318840579715,229990,1,8.0,1,1,32,ddr5,1,1,0,15.6,2.3,3,1,1024,intel core i9 12th gen,4,4.0,nvidia geforce rtx 3070 ti,168.0,7,1,1.0,0.7198275862068966,27.344668865722163,81.77887931034483,22.175639392154473
2,2,https://www.flipkart.com/hp-victus-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-16-e0351ax-gaming-laptop/p/itm3a869e89d6498?pid=COMG8N9HRE7QYYBE&lid=LSTCOMG8N9HRE7QYYBEALDT8F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_75&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMG8N9HRE7QYYBE.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"hp victus ryzen 7 octa core 5800h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050) 16-e0351ax gaming laptop  (16.1 inch, mica silver, 2.48 kg, with ms office)",4.2062318840579715,104091,1,4.0,2,1,16,ddr4,0,1,0,16.1,2.48,2,2,512,amd ryzen 7 octa core,64,4.0,nvidia geforce rtx 3050,72.6,4,2,0.9335548172757475,0.3086206896551724,19.481971210646197,52.742612555848325,35.69693597735114
3,3,https://www.flipkart.com/lenovo-ideapad-gaming-3i-ryzen-7-octa-core-r7-5800h-5th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmbc01bfc64700e?pid=COMGD8Z2J9JH7AAX&lid=LSTCOMGD8Z2J9JH7AAXOJWV00&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_76&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD8Z2J9JH7AAX.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo ideapad gaming 3i ryzen 7 octa core r7-5800h 5th gen - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050) 15ach6 gaming laptop  (15.6 inch, shadow black, 2.25 kg, with ms office)",4.2062318840579715,87717,1,4.0,2,1,16,ddr4,0,1,0,15.6,2.25,2,3,512,amd ryzen 7 octa core 5th gen,24,4.0,nvidia geforce rtx 3050,72.6,4,2,0.9778516057585825,0.3086206896551724,28.963432038789083,54.058227173788524,45.501649266303666
4,4,https://www.flipkart.com/lenovo-yoga-slim-7-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-82a300mbin-thin-light-laptop/p/itm8d670bbb74a5b?pid=COMGD8RMGDEUBVSZ&lid=LSTCOMGD8RMGDEUBVSZY8IBIK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_77&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD8RMGDEUBVSZ.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo yoga slim 7 core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) 82a300mbin thin and light laptop  (14 inch, slate grey, with ms office)",4.2062318840579715,75990,2,0.0,1,1,16,ddr4,0,1,1,14.0,1.500672348,2,3,512,intel core i5 11th gen,108,4.5,intel hd,4.23,4,3,0.884828349944629,0.01392241379310345,66.77721273650845,37.59289768301065,34.62427312379762
5,5,https://www.flipkart.com/lenovo-yoga-slim-7-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itm4a202e05ce632?pid=COMGD8NWUVM8F5YG&lid=LSTCOMGD8NWUVM8F5YGEYMIMD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_78&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD8NWUVM8F5YG.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo yoga slim 7 core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl05 thin and light laptop  (14 inch, slate grey, 1.36 kg, with ms office)",4.2062318840579715,78395,2,0.0,1,1,16,ddr4,0,1,0,14.0,1.36,2,3,512,intel core i7 11th gen,61,4.5,iris xe,17.5,4,4,0.9368770764119602,0.07112068965517242,71.33151706473353,40.83753365219384,36.96951074069822
6,6,https://www.flipkart.com/lenovo-v15-celeron-dual-core-4-gb-256-gb-ssd-windows-10-82c30053ih-thin-light-laptop/p/itmbb8fd7d46586e?pid=COMGDF2CDX97JDPC&lid=LSTCOMGDF2CDX97JDPCNUVMWS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_79&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGDF2CDX97JDPC.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo lenovo v15 celeron dual core - (4 gb/256 gb ssd/windows 10) 82c30053ih thin and light laptop  (15.6 inch, iron grey)",3.0,29290,2,0.0,1,1,4,ddr4,0,1,0,15.6,1.500672348,2,3,256,intel celeron dual core,745,4.5,intel hd,4.23,4,3,0.1794019933554818,0.01392241379310345,60.264731993996406,9.216734892312981,18.51582431298563
7,7,https://www.flipkart.com/lenovo-yoga-6-ryzen-7-octa-core-r7-5700u-5th-gen-16-gb-1-tb-ssd-windows-11-home-13alc6-2-1-laptop/p/itm4cabce05238a7?pid=COMGD8Z4UNZNDH2D&lid=LSTCOMGD8Z4UNZNDH2D58DPF3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_80&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD8Z4UNZNDH2D.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo yoga 6 ryzen 7 octa core r7-5700u 5th gen - (16 gb/1 tb ssd/windows 11 home) 13alc6 2 in 1 laptop  (13.3 inch, abyss blue, 1.31 kg, with ms office)",4.2062318840579715,91308,3,0.0,2,1,16,ddr4,0,1,1,13.3,1.31,2,3,1024,amd ryzen 7 octa core 5th gen,24,5.0,amd radeon,102.0,4,5,0.9778516057585825,0.4353448275862069,82.8411103654906,52.871934070340245,42.17060695196575
8,8,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn310w-laptop/p/itm2aff3fc0e3cbb?pid=COMGD6KGRF4CZ2PB&lid=LSTCOMGD6KGRF4CZ2PBX0TKUT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_81&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD6KGRF4CZ2PB.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus tuf gaming f15 core i5 10th gen - (8 gb/1 tb ssd/windows 11 home/4 gb graphics/nvidia geforce gtx 1650/144 hz) fx506lh-hn310w gaming laptop  (15.6 inch, black, 2.30 kg)",4.7,64990,1,4.0,1,1,8,ddr4,1,1,0,15.6,2.3,2,1,1024,intel core i5 10th gen,187,4.0,nvidia geforce gtx 1650,59.9,4,6,0.7973421926910299,0.2538793103448276,27.344668865722163,42.12127864016496,48.35042354960883
9,9,https://www.flipkart.com/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_82&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYF92HFJXHTU.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"dell inspiron pentium silver - (8 gb/256 gb ssd/windows 11 home) inspiron 3521 notebook  (15.6 inch, carbon black, 1.61 kg, with ms office)",4.0,32999,2,0.0,1,1,8,ddr4,1,1,0,15.6,1.61,2,4,256,intel pentium silver,674,4.5,intel uhd,5.05,4,7,0.2580287929125139,0.017456896551724138,56.72522045688687,14.13192497708787,28.678305674170865
10,10,https://www.flipkart.com/dell-inspiron-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm96a6101fa53ff?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_83&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYF9EZKKPEWD.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"dell inspiron athlon dual core 3050u - (8 gb/256 gb ssd/windows 11 home) inspiron 3525 notebook  (15.6 inch, carbon black, 1.68 kg, with ms office)",4.2,30990,2,0.0,2,1,8,ddr4,1,1,0,15.6,1.68,2,4,256,amd athlon dual core,579,4.5,amd radeon,102.0,4,5,0.36323366555924697,0.4353448275862069,54.45895201459317,29.66778124641998,76.01681926973768
11,11,https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xps-9305-thin-light-laptop/p/itm401718e258f55?pid=COMGBTB4G43BUDZF&lid=LSTCOMGBTB4G43BUDZFPXNSQL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_84&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGBTB4G43BUDZF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"dell core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) xps 9305 thin and light laptop  (13.4 inch, platinum silver, 1.16 kg, with ms office)",4.2062318840579715,149645,2,0.0,1,1,16,lpddr4x,1,1,0,13.4,1.16,2,4,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,6,8,0.884828349944629,0.07112068965517242,80.24875003544324,39.29168647611411,13.853761207986894
12,12,https://www.flipkart.com/lenovo-yoga-7i-ryzen-7-octa-core-r7-5800u-5th-gen-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itmb3d84b43baa67?pid=COMGD4Y5G53ZV9QF&lid=LSTCOMGD4Y5G53ZV9QFTEI6DO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_85&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD4Y5G53ZV9QF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"lenovo yoga 7i ryzen 7 octa core r7-5800u 5th gen - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop  (14 inch, slate grey, 1.43 kg, with ms office)",4.2062318840579715,99219,3,0.0,2,1,16,ddr4,0,1,1,14.0,1.43,2,3,512,amd ryzen 7 octa core 5th gen,24,5.0,amd radeon,102.0,4,5,0.9778516057585825,0.4353448275862069,76.10686842528096,52.871934070340245,38.03969967117842
13,13,https://www.flipkart.com/asus-ryzen-7-dual-core-7th-gen-16-gb-512-gb-hdd-512-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx3050-4gb-fa506ic-hn075w-gaming-laptop/p/itmbc73703ff2567?pid=COMGCTDTPVZHZ85K&lid=LSTCOMGCTDTPVZHZ85KBRARGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_86&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCTDTPVZHZ85K.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus ryzen 7 dual core 7th gen - (16 gb/512 gb hdd/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx3050- 4gb) fa506ic-hn075w gaming laptop  (15.6 inch, black)",4.2062318840579715,82980,1,4.0,2,1,16,ddr4,0,1,0,15.6,2.035517241,2,1,1024,amd ryzen 7 dual core 7th gen,110,4.0,nvidia geforce rtx 3050,72.6,4,2,0.8826135105204873,0.3086206896551724,35.90736786932886,51.229655745217094,45.59949673959503
14,14,https://www.flipkart.com/asus-ryzen-3-quad-core-3rd-gen-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-laptop/p/itm5c15928e928b5?pid=COMGCT6S5PZSVMCR&lid=LSTCOMGCT6S5PZSVMCRAIK43O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_87&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCT6S5PZSVMCR.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus ryzen 3 quad core 3rd gen - (8 gb/256 gb ssd/windows 11 home) m515da-br322ws laptop  (15.6 inch, silver, with ms office)",4.7,36949,4,0.0,2,1,8,ddr4,0,1,0,15.6,0.9974375,2,1,256,amd ryzen 3 quad core 3rd gen,330,4.5,amd radeon,102.0,4,5,0.6389811738648947,0.4353448275862069,76.55709278092306,37.85748224309772,82.03419435491533
15,15,https://www.flipkart.com/asus-rog-flow-x13-2021-ryzen-9-octa-core-5900hs-5th-gen-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6461ts-2-1-gaming-laptop/p/itmf10a123ac9ff8?pid=COMGCXNFTFHCBRHZ&lid=LSTCOMGCXNFTFHCBRHZD9Y6NJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_88&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCXNFTFHCBRHZ.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus rog flow x13 (2021) ryzen 9 octa core ryzen 9 5900hs 5th gen - (32 gb/1 tb ssd/windows 10 home/4 gb graphics/nvidia geforce gtx 1650/120 hz) gv301qh-k6461ts 2 in 1 gaming laptop  (13.4 inch, black, 1.3 kg, with ms office)",4.2062318840579715,129990,1,4.0,2,1,32,lpddr4x,1,1,1,13.4,1.3,2,1,1024,amd ryzen 9 octa core 5th gen,48,4.0,nvidia geforce gtx 1650,59.9,6,6,0.9512735326688815,0.2538793103448276,68.67459334801471,61.54303943750717,32.72171067652383
16,16,https://www.flipkart.com/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-240-hz-11ug-gaming-laptop/p/itm35c0e68298bbf?pid=COMGCYZHGA882HQX&lid=LSTCOMGCYZHGA882HQXL71A5Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_89&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYZHGA882HQX.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"msi gp66 leopard core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/8 gb graphics/nvidia geforce rtx 3070/240 hz) gp66 leopard 11ug gaming laptop  (15.6 inches, black, 2.9 kg)",4.2062318840579715,158270,1,8.0,1,1,16,ddr4,1,1,0,15.6,2.9,2,5,1024,intel core i7 11th gen,61,4.0,nvidia geforce rtx 3070,154.0,4,9,0.9368770764119602,0.6594827586206896,7.919510788919033,68.2118871004697,28.922673210961428
17,17,https://www.flipkart.com/asus-vivobook-15-oled-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l301ws-laptop/p/itm1f81ebe4b317b?pid=COMGCWVDMTPEHC6J&lid=LSTCOMGCWVDMTPEHC6JFF7LRD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_90&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWVDMTPEHC6J.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"asus vivobook 15 oled core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) k513ea-l301ws laptop  (15.6 inch, hearty gold, 1.80 kg kg, with ms office)",4.2062318840579715,47990,4,0.0,1,1,8,ddr4,0,1,0,15.6,1.8,2,1,256,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,50.57392039923254,24.393718997021423,35.84109785894015
18,18,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm41059a863fc02?pid=COMGCWBEFHWXXY5A&lid=LSTCOMGCWBEFHWXXY5ARDAKYJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_91&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEFHWXXY5A.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme book prime core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) cloudpro002 thin and light laptop  (14 inch, grey, 1.37 kg, with ms office)",4.3,64990,2,0.0,1,1,16,lpddr4x,0,1,0,14.0,1.37,3,6,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,6,8,0.884828349944629,0.07112068965517242,71.00776443012016,39.29168647611411,44.45486399354572
19,19,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm7d1b1a9d3579b?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_92&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEDBYGSMA6.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme book prime core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) cloudpro002 thin and light laptop  (14 inch, green, 1.37 kg, with ms office)",4.3,64990,2,0.0,1,1,16,lpddr4x,0,1,0,14.0,1.37,3,6,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,6,8,0.884828349944629,0.07112068965517242,71.00776443012016,39.29168647611411,44.45486399354572
20,20,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itmcef634fed35db?pid=COMGCWBEUEYYC7WH&lid=LSTCOMGCWBEUEYYC7WHYDUYN1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_93&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEUEYYC7WH.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme book prime core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) cloudpro002 thin and light laptop  (14 inch, blue, 1.37 kg, with ms office)",4.3,64990,2,0.0,1,1,16,lpddr4x,0,1,0,14.0,1.37,3,6,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,6,8,0.884828349944629,0.07112068965517242,71.00776443012016,39.29168647611411,44.45486399354572
21,21,https://www.flipkart.com/dell-g15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-165-hz-g15-5511-se-gaming-laptop/p/itm39da14bb5a421?pid=COMGCQQZZYT3G54U&lid=LSTCOMGCQQZZYT3G54UQEYIN0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_94&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCQQZZYT3G54U.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"dell g15 core i7 11th gen - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050 ti/165 hz) g15-5511 se gaming laptop  (15.6 inch, obsidian black, 2.65 kg, with ms office)",4.2062318840579715,103990,1,4.0,1,1,16,ddr4,1,1,0,15.6,2.65,2,4,512,intel core i7 11th gen,61,4.0,nvidia geforce rtx 3050 ti,59.0,4,10,0.9368770764119602,0.24999999999999997,16.013326654253653,51.100249169435216,34.327876935065824
22,22,https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNMBBMZW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_95&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCNDPPQPTKCMN.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"dell ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050/120 hz) g15-5515 gaming laptop  (15.6 inch, grey, 2.57 kg, with ms office)",4.5,69490,1,4.0,2,1,8,ddr4,0,1,0,15.6,2.57,2,4,512,amd ryzen 5 hexa core,87,4.0,nvidia geforce rtx 3050,72.6,4,2,0.9080841638981174,0.3086206896551724,18.60334773116075,47.0361341505327,50.92339456014245
23,23,https://www.flipkart.com/avita-satus-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-nu14a1inc43pn-mb-laptop/p/itmcc27c094ef28d?pid=COMGCGWTYFFFKAAY&lid=LSTCOMGCGWTYFFFKAAYW0IWKU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_96&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCGWTYFFFKAAY.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"avita satus celeron dual core - (4 gb/128 gb ssd/windows 11 home) nu14a1inc43pn-mb laptop  (14.1 inch, matt black)",4.4,21990,4,0.0,1,1,4,ddr4,0,1,0,14.1,0.9974375,2,7,128,intel celeron dual core,745,4.5,intel uhd,5.05,4,7,0.1794019933554818,0.017456896551724138,82.66254347702808,9.321709030244016,28.289420056654148
24,24,https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itmb9d5c1df6f0c4?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GXUAAMYJF.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"asus vivobook s14 oled (2022) intel evo core i5 12th gen - (16 gb/512 gb ssd/windows 11 home) s3402za-km501ws thin and light laptop  (14 inch, neutral grey, 1.50 kg, with ms office)",4.6,74990,2,0.0,1,1,16,ddr4,0,1,0,14.0,1.5,3,1,512,intel core i5 12th gen,69,4.5,iris xe,17.5,4,4,0.9280177187153932,0.07112068965517242,66.79898018014615,40.5744107286058,38.77187089594255
