,index,link,name,user rating,Price (in Indian Rupees),Type,Dedicated Graphic Memory Capacity,Processor Brand,SSD,RAM (in GB),RAM Type,Expandable Memory,Operating System,Touchscreen,Screen Size (in inch),Weight (in kg),screen_resolution,company,Storage,Processor name,CPU_ranking,battery_backup,gpu name ,gpu_benchmark,ram_type_tokenized,gpu_processor tokenized,Normalized_CPU_Ranking,Normalized_GPU_Benchmark,Portability,Performance_Score,Value_Score
380,380,https://www.flipkart.com/dell-inspiron-pentium-quad-core-4-gb-256-gb-ssd-windows-11-home-3000-thin-light-laptop/p/itm847e3d2dd6893?pid=COMG9NYDCYQRJ7CG&lid=LSTCOMG9NYDCYQRJ7CGYJJP50&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_381&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDCYQRJ7CG.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"dell inspiron pentium quad core - (4 gb/256 gb ssd/windows 11 home) inspiron 3000 thin and light laptop  (15.6 inch, carbon black, 1.8 kg, with ms office)",4.3,36000,2,0.0,1,1,4,ddr4,1,1,0,15.6,1.8,2,4,256,intel pentium quad core,873,4.5,intel uhd,5.05,4,7,0.03765227021040973,0.017456896551724138,50.57392039923254,5.111742252835376,3.065706987068313
381,381,https://www.flipkart.com/dell-vostro-core-i3-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itm14450266ed302?pid=COMG9NYDDNC7SQ7Z&lid=LSTCOMG9NYDDNC7SQ7ZLU3XXG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_382&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDDNC7SQ7Z.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"dell vostro core i3 11th gen - (4 gb/1 tb hdd/256 gb ssd/windows 11 home) vostro 3400 thin and light laptop  (14 inch, accent black, 1.59 kg, with ms office)",3.0,35999,2,0.0,1,1,4,ddr4,1,1,0,14.0,1.59,2,4,1256,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,63.885206468625675,21.918718997021422,44.83867876016445
382,382,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm5efd21b303d68?pid=COMG9NYDPHZMCZEA&lid=LSTCOMG9NYDPHZMCZEAN4LYJI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_383&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDPHZMCZEA.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"dell inspiron core i5 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, carbon black, 1.8 kgs, with ms office)",3.8,55990,2,0.0,1,1,8,ddr4,1,1,0,15.6,1.8,2,4,256,intel core i5 11th gen,108,4.5,intel uhd,5.05,4,7,0.884828349944629,0.017456896551724138,50.57392039923254,32.74787182094168,42.69290338016945
383,383,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-5410-2-1-laptop/p/itmd6965481fc0fc?pid=COMG9NYD9VSYJ8AR&lid=LSTCOMG9NYD9VSYJ8AR8MADZT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_384&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYD9VSYJ8AR.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"dell inspiron core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.4,47990,3,0.0,1,1,8,ddr4,1,1,1,14.0,1.5,2,4,256,intel core i3 11th gen,362,5.0,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,73.84059998298727,24.393718997021423,35.84109785894015
384,384,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itma0c1afddbc9f3?pid=COMG9NYDB3PK4YH5&lid=LSTCOMG9NYDB3PK4YH5E5UZYA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_385&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDB3PK4YH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.7,89890,3,0.0,1,1,16,ddr4,1,1,1,14.0,1.5,2,4,512,intel core i5 11th gen,108,5.0,nvidia geforce mx 350,17.5,4,27,0.884828349944629,0.07112068965517242,73.84059998298727,39.29168647611411,29.470626740052044
385,385,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_386&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDEJDHJZ5Q.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell vostro core i3 10th gen - (4 gb/1 tb hdd/256 gb ssd/windows 11 home) vostro 3401 thin and light laptop  (14 inch, accent black, 1.58 kg, with ms office)",4.2062318840579715,34990,2,0.0,1,1,4,ddr4,1,1,0,14.0,1.58,2,4,1256,intel core i3 10th gen,540,4.5,intel hd,4.23,4,3,0.40642303433001115,0.01392241379310345,64.20895910323907,15.959259809256501,31.170672287216288
386,386,https://www.flipkart.com/dell-vostro-ryzen-5-quad-core-r5-3450u-8-gb-256-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itm6e166f5d09782?pid=COMG9NYDGGGKQH4G&lid=LSTCOMG9NYDGGGKQH4GPNDPJJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_387&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDGGGKQH4G.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell vostro ryzen 5 quad core r5-3450u - (8 gb/256 gb ssd/windows 11 home) vostro 3405 thin and light laptop  (14 inch, accent black, 1.59 kg, with ms office)",4.4,44490,2,0.0,2,1,8,ddr4,1,1,0,14.0,1.59,2,4,256,amd ryzen 5 quad core,330,4.5,amd radeon,102.0,4,5,0.6389811738648947,0.4353448275862069,63.885206468625675,37.85748224309772,66.49572933251403
387,387,https://www.flipkart.com/dell-inspiron-ryzen-5-hexa-core-r5-5500u-8-gb-512-gb-ssd-windows-11-home-5515-thin-light-laptop/p/itmaea323080cde7?pid=COMG9NYDHYPYFTH5&lid=LSTCOMG9NYDHYPYFTH5YNCRKB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_388&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDHYPYFTH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron ryzen 5 hexa core r5-5500u - (8 gb/512 gb ssd/windows 11 home) inspiron 5515 thin and light laptop  (15.6 inch, platinum silver, 1.64 kg, with ms office)",4.6,65000,2,0.0,2,1,8,ddr4,1,1,0,15.6,1.64,2,4,512,amd ryzen 5 hexa core,87,4.5,amd radeon,102.0,4,5,0.9080841638981174,0.4353448275862069,55.75396255304672,45.84984104708443,53.47390336281623
388,388,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_389&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDK7VGYKU4.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (14.96 inch, platinum silver, 1.8 kg, with ms office)",4.2,41990,2,0.0,1,1,8,ddr4,1,1,0,14.96,1.8,2,4,256,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,53.178912696237354,24.393718997021423,42.33977832482772
389,389,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itmc7c75546d5184?pid=COMG9NYDM4TSC8GW&lid=LSTCOMG9NYDM4TSC8GWVPEXAG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_390&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDM4TSC8GW.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron ryzen 3 dual core 3250u - (8 gb/256 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.1,39490,2,0.0,2,1,8,ddr4,1,1,0,15.6,1.8,2,4,256,amd ryzen 3 dual core,560,4.5,amd radeon,102.0,4,5,0.3842746400885936,0.4353448275862069,50.57392039923254,30.292698189941575,58.99580656708307
390,390,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm67ae72acc7ae0?pid=COMG9NYDRSXBZFUG&lid=LSTCOMG9NYDRSXBZFUGGHQIIE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_391&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDRSXBZFUG.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron ryzen 3 dual core 3250u - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (14.96 inch, platinum silver, 1.8 kgs, with ms office)",4.5,43990,2,0.0,2,1,8,ddr4,1,1,0,14.96,1.8,2,4,1256,amd ryzen 3 dual core,560,4.5,amd radeon,102.0,4,5,0.3842746400885936,0.4353448275862069,53.178912696237354,30.292698189941575,51.974758970842856
391,391,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_392&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDUGF7SGWN.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) inspiron 5518 thin and light laptop  (15.6 inch, platinum silver, 1.64 kgs, with ms office)",3.8,69990,2,0.0,1,1,16,ddr4,1,1,0,15.6,1.64,2,4,512,intel core i5 11th gen,108,4.5,iris xe,17.5,4,4,0.884828349944629,0.07112068965517242,55.75396255304672,39.29168647611411,40.59047634804575
392,392,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd9d1469142a0b?pid=COMG9NYDZ8ZY35CK&lid=LSTCOMG9NYDZ8ZY35CKHDSWNC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_393&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDZ8ZY35CK.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron core i3 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.3,48990,2,0.0,1,1,8,ddr4,1,1,0,15.6,1.8,2,4,1256,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,50.57392039923254,24.393718997021423,34.91274651933813
393,393,https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABM6ITDZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_394&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9QVUMZYBEABM.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron ryzen 5 quad core 3450u - (8 gb/512 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.1,49990,2,0.0,2,1,8,ddr4,1,1,0,15.6,1.8,2,4,512,amd ryzen 5 quad core,330,4.5,amd radeon,102.0,4,5,0.6389811738648947,0.4353448275862069,50.57392039923254,37.85748224309772,58.11925204098125
394,394,https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-x712ea-au521ts-thin-light-laptop/p/itm72c53ae6bf028?pid=COMG96ZHXJKVPB8K&lid=LSTCOMG96ZHXJKVPB8K1UP2DS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_395&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG96ZHXJKVPB8K.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) x712ea-au521ts thin and light laptop  (17.3 inch, transparent silver, 2.30 kg, with ms office)",3.5,56850,2,0.0,1,1,16,ddr4,0,1,0,17.3,2.3,2,1,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,4,8,0.884828349944629,0.07112068965517242,27.466777879644265,39.29168647611411,52.200206189681325
395,395,https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-3511-laptop/p/itmf85d0c0fd54e6?pid=COMG8GF3YTWBRAHD&lid=LSTCOMG8GF3YTWBRAHD95MEEG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_396&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG8GF3YTWBRAHD.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell core i5 11th gen - (16 gb/512 gb ssd/windows 10 home/2 gb graphics) 3511 laptop  (15.6 inch, platinum silver, with ms office)",4.2062318840579715,73519,4,2.0,1,1,16,ddr4,0,1,0,15.6,0.9974375,2,4,512,intel core i5 11th gen,108,4.5,nvidia geforce,132.0,4,30,0.884828349944629,0.5646551724137931,76.55709278092306,56.42466061404513,59.03035271135282
396,396,https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l313ws-laptop/p/itm8a7c362bf195a?pid=COMGA22GGPFGPFZP&lid=LSTCOMGA22GGPFGPFZPFJNF0B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_397&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA22GGPFGPFZP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook ultra k15 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) k513ea-l313ws laptop  (15.6 inch, transparent silver, 1.8 kg, with ms office)",5.0,50940,4,0.0,1,1,8,ddr4,0,1,0,15.6,1.8,2,1,512,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,50.57392039923254,24.393718997021423,33.20729731369174
397,397,https://www.flipkart.com/dell-inpiron-7501-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-4-graphics-laptop/p/itm1176ada557308?pid=COMGAY6CJXU64G4T&lid=LSTCOMGAY6CJXU64G4TIZB6X9&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_398&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGAY6CJXU64G4T.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inpiron 7501 core i5 10th gen - (8 gb/512 gb ssd/windows 10/4 gb graphics) 7501 laptop  (15.6 inch, silver premium, 1.8 kg, with ms office)",4.2062318840579715,75990,4,4.0,1,1,8,ddr4,1,1,0,15.6,1.8,2,4,512,intel core i5 10th gen,187,4.5,nvidia geforce gtx 1650 ti,41.8,4,31,0.7973421926910299,0.1758620689655172,50.57392039923254,39.804166571199445,37.227893443138846
398,398,https://www.flipkart.com/dell-ryzen-5-quad-core-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3515-laptop/p/itm95c688a30788a?pid=COMG9H9SYUPXXEMF&lid=LSTCOMG9H9SYUPXXEMFHXGH2J&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_399&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9H9SYUPXXEMF.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell ryzen 5 quad core - (8 gb/1 tb hdd/256 gb ssd/windows 10) 3515 laptop  (15.6 inch, blue mist sparkle, with ms office)",4.3,51990,4,0.0,2,1,8,ddr4,0,1,0,15.6,0.9974375,2,4,1256,amd ryzen 5 quad core,330,4.5,amd radeon vega 8,10.6,4,11,0.6389811738648947,0.041379310344827586,76.55709278092306,26.15670638102875,35.37601300598932
399,399,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3511-laptop/p/itm08516df1fdce7?pid=COMGA3FAHFF83GC8&lid=LSTCOMGA3FAHFF83GC8HXVSYP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_400&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA3FAHFF83GC8.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"dell inspiron core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) 3511 laptop  (15.6 inches, platinum silver, 1.85 kg, with ms office)",4.2062318840579715,59990,4,0.0,1,1,8,ddr4,1,1,0,15.6,1.85,2,4,1256,intel core i5 11th gen,108,4.5,intel hd,4.23,4,3,0.884828349944629,0.01392241379310345,48.95515722616562,32.642897683010645,39.04697383600848
400,400,https://www.flipkart.com/hp-notebook-pc-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-g8-240-thin-light-laptop/p/itm1414fc9733bf6?pid=COMG9XUYCGWGHZTA&lid=LSTCOMG9XUYCGWGHZTAZAHNZS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_401&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9XUYCGWGHZTA.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"hp notebook pc core i3 11th gen - (8 gb/1 tb hdd/windows 10) g8 240 thin and light laptop  (14 inch, ash gray, 1.47 kg)",4.0,35990,2,0.0,1,0,8,ddr4,0,1,0,14.0,1.47,1,2,1024,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,67.7702380839863,24.393718997021423,51.00528750954415
401,401,https://www.flipkart.com/asus-vivobook-15-2021-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_402&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFG6S8ZRXP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook 15 (2021) core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) x515ea-ej502ws thin and light laptop  (15.6 inch, transparent silver, 1.80 kg, with ms office)",4.3,51990,2,0.0,1,1,8,ddr4,0,1,0,15.6,1.8,2,1,1256,intel core i5 11th gen,108,4.5,intel iris xe,17.5,4,8,0.884828349944629,0.07112068965517242,50.57392039923254,34.3416864761141,49.462099516845825
402,402,https://www.flipkart.com/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb533ws-thin-light-laptop/p/itm8290548fba964?pid=COMG87FFMMY7KSHH&lid=LSTCOMG87FFMMY7KSHHR7M3PU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_403&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFMMY7KSHH.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook ultra 14 (2021) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb533ws thin and light laptop  (14 inch, dreamy white, 1.40 kg, with ms office)",4.6,55990,2,0.0,1,1,16,ddr4,0,1,0,14.0,1.4,2,1,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,4,8,0.884828349944629,0.07112068965517242,70.03650652628,39.29168647611411,53.150046782532655
403,403,https://www.flipkart.com/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb531ws-thin-light-laptop/p/itma1fc0024c06bb?pid=COMG87FFQSKZDHTT&lid=LSTCOMG87FFQSKZDHTTYTVK3K&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_404&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFQSKZDHTT.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook ultra 14 (2021) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb531ws thin and light laptop  (14 inch, cobalt blue, 1.40 kg, with ms office)",4.6,55990,2,0.0,1,1,16,ddr4,0,1,0,14.0,1.4,2,1,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,4,8,0.884828349944629,0.07112068965517242,70.03650652628,39.29168647611411,53.150046782532655
404,404,https://www.flipkart.com/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l302ws-thin-light-laptop/p/itmb768764e55ddd?pid=COMG87FFTTGFCKBS&lid=LSTCOMG87FFTTGFCKBS21FXQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_405&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFTTGFCKBS.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook k15 oled (2022) core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) k513ea-l302ws thin and light laptop  (15.6 inch, indie black, 1.80 kg, with ms office)",4.5,47990,2,0.0,1,1,8,ddr4,0,1,0,15.6,1.8,2,1,256,intel core i3 11th gen,362,4.5,intel uhd,5.05,4,7,0.6035437430786268,0.017456896551724138,50.57392039923254,24.393718997021423,35.84109785894015
405,405,https://www.flipkart.com/asus-vivobook-ultra-14-2022-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb532ws-thin-light-laptop/p/itmf6445e8ebf133?pid=COMG87FFYEZW7ZRC&lid=LSTCOMG87FFYEZW7ZRCPD6GGV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_406&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFYEZW7ZRC.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"asus vivobook ultra 14 (2022) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb532ws thin and light laptop  (14 inch, bespoke black, 1.40 kg, with ms office)",4.6,55990,2,0.0,1,1,16,ddr4,0,1,0,14.0,1.4,2,1,512,intel core i5 11th gen,108,4.5,intel iris xe,17.5,4,8,0.884828349944629,0.07112068965517242,70.03650652628,39.29168647611411,53.150046782532655
